ks_bin_label,breakaway_bin_label,mean_finish_time,mean_stamina,group_time_frac,coop_alpha,leave_alpha,follow_alpha,n_runs
0.775,0.857,1529.0650483335648,0.9988611043551833,0.6279800062763503,-0.8435753819095018,1.3959645421011013,0.7840287164387606,31
0.775,0.873,1507.2177545914326,0.9988366104184014,0.5549386187108007,-0.5764400186947486,1.8295573912607337,0.8688174383589202,36
0.775,0.887,1534.116895381827,0.5128624557800476,0.5565198828004835,-0.414408952750331,-0.7202572734130929,1.470607727833548,43
0.775,0.903,1614.2117182574054,0.40483789854936336,0.6852791043223393,0.7274465704176315,-2.1448431451522976,0.024210394529899537,32
0.775,0.917,1629.164274361818,0.4371019824652134,0.6650597057313689,1.3536220171472533,-2.2061803898266854,-0.30418992929436556,33
0.775,0.932,1653.426291971793,0.47855283304974494,0.6866311543482476,0.9399097664873904,-2.4148199526363237,-0.7921185526302461,42
0.775,0.948,1661.9339938625224,0.5051492899425717,0.7013555083554855,1.256975575646469,-2.3718754562272446,-1.859783112567504,38
0.775,0.962,1677.0877666808453,0.49973512811457094,0.7246251756002002,1.4897687122412955,-2.5079376906765516,-2.0583787925801222,29
0.775,0.978,1681.7259560590219,0.5295743993666899,0.7249802177427467,0.535367272308062,-2.1356677773854615,-2.161647301443069,32
0.775,0.992,1669.7673105510746,0.5857905685917673,0.7855542673482242,2.1839591217346443,-2.4209926738718055,-2.4089495536070036,41
0.805,0.857,1526.3647612642424,0.998861412418767,0.5894580111932645,-0.5166569493672162,1.2415341849857224,0.743697040300904,38
0.805,0.873,1502.3143078668866,0.9988375114686752,0.6238052236059365,-0.4691346920203965,1.411970456456704,0.7730061030126026,29
0.805,0.887,1528.0201677622324,0.595896062473355,0.6351722246977564,-0.25294209519402294,-0.1879655304048588,1.918056771638263,39
0.805,0.903,1576.4842787892385,0.5552695087147278,0.6538442330901499,0.8754944678582481,-1.3947509813096841,1.1313250161743689,43
0.805,0.917,1590.8263234213107,0.5332267492610682,0.6725580894872406,0.8501356644468399,-2.0633829058697897,0.14875272835959666,28
0.805,0.932,1602.3656368709994,0.49334060100304333,0.6877075529900644,0.9916083793794025,-1.8099663783486382,-1.1357058795907249,29
0.805,0.948,1601.5945952951163,0.4693540098155584,0.6784262128741403,0.913005774123407,-2.063172155402676,-2.1050699207590653,49
0.805,0.962,1609.281170048028,0.5666161932331076,0.756646425741882,1.5241120621277051,-2.377317688342298,-2.4143931563626255,33
0.805,0.978,1610.962307226275,0.5978045499304534,0.7982593474442016,2.0687759970520223,-1.9416658783217802,-2.250443427979509,40
0.805,0.992,1616.604842496283,0.5857561193686758,0.7746666761058778,1.6895648617835501,-1.978483361489509,-3.098812001909277,29
0.835,0.857,1523.9405690720798,0.9988612877504827,0.6107191492644732,-0.5973519015724789,0.6091731082704521,0.6708014503606233,33
0.835,0.873,1499.7082589418821,0.9988394766887498,0.625778081433437,-0.5992984751827404,0.9936426548153247,0.7499362466738386,37
0.835,0.887,1504.970786691223,0.7367986968061927,0.6843271381559064,0.12332642380438262,-0.5233146053706117,1.6487470584794337,41
0.835,0.903,1539.4582087403567,0.5714215545845286,0.6988170871623927,0.22473596670532023,-1.9337360998986663,0.9307069888098072,33
0.835,0.917,1548.3471037631411,0.5931290487123689,0.7404699026751914,0.6634138474637123,-1.9709270185891659,0.47164492480025205,39
0.835,0.932,1555.4024558023568,0.5447916383997229,0.7272275800924929,1.1419408081785527,-1.80633533689067,-0.9305046486011701,37
